"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	Count
	"New Hampshire"	"33"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	203
	"New Hampshire"	"33"	"2011"	"2011"	"Ovary"	"27040"	90
	"New Hampshire"	"33"	"2011"	"2011"	"Pancreas"	"21100"	181
	"New Hampshire"	"33"	"2011"	"2011"	"Prostate"	"28010"	1209
	"New Hampshire"	"33"	"2011"	"2011"	"Stomach"	"21020"	82
	"New Hampshire"	"33"	"2011"	"2011"	"Thyroid"	"32010"	210
	"New Hampshire"	"33"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	471
	"New Hampshire"	"33"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	103
	"New Hampshire"	"33"	"2012"	"2012"	"Breast"	"26000"	1156
	"New Hampshire"	"33"	"2012"	"2012"	"Cervix Uteri"	"27010"	34
	"New Hampshire"	"33"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	601
	"New Hampshire"	"33"	"2012"	"2012"	"Corpus Uteri"	"27020"	299
	"New Hampshire"	"33"	"2012"	"2012"	"Esophagus"	"21010"	109
	"New Hampshire"	"33"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	244
	"New Hampshire"	"33"	"2012"	"2012"	"Larynx"	"22020"	54
	"New Hampshire"	"33"	"2012"	"2012"	"Leukemias"	"35011-35043"	251
	"New Hampshire"	"33"	"2012"	"2012"	"Liver"	"21071"	94
	"New Hampshire"	"33"	"2012"	"2012"	"Lung and Bronchus"	"22030"	1047
	"New Hampshire"	"33"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	412
	"New Hampshire"	"33"	"2012"	"2012"	"Myeloma"	"34000"	109
	"New Hampshire"	"33"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	343
	"New Hampshire"	"33"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	192
	"New Hampshire"	"33"	"2012"	"2012"	"Ovary"	"27040"	112
	"New Hampshire"	"33"	"2012"	"2012"	"Pancreas"	"21100"	211
	"New Hampshire"	"33"	"2012"	"2012"	"Prostate"	"28010"	943
	"New Hampshire"	"33"	"2012"	"2012"	"Stomach"	"21020"	82
	"New Hampshire"	"33"	"2012"	"2012"	"Thyroid"	"32010"	268
	"New Hampshire"	"33"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	463
	"New Hampshire"	"33"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	107
	"New Hampshire"	"33"	"2013"	"2013"	"Breast"	"26000"	1293
	"New Hampshire"	"33"	"2013"	"2013"	"Cervix Uteri"	"27010"	28
	"New Hampshire"	"33"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	631
	"New Hampshire"	"33"	"2013"	"2013"	"Corpus Uteri"	"27020"	288
	"New Hampshire"	"33"	"2013"	"2013"	"Esophagus"	"21010"	108
	"New Hampshire"	"33"	"2013"	"2013"	"Gallbladder"	"21080"	16
	"New Hampshire"	"33"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	266
	"New Hampshire"	"33"	"2013"	"2013"	"Larynx"	"22020"	60
	"New Hampshire"	"33"	"2013"	"2013"	"Leukemias"	"35011-35043"	230
	"New Hampshire"	"33"	"2013"	"2013"	"Liver"	"21071"	91
	"New Hampshire"	"33"	"2013"	"2013"	"Lung and Bronchus"	"22030"	1114
	"New Hampshire"	"33"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	453
	"New Hampshire"	"33"	"2013"	"2013"	"Myeloma"	"34000"	108
	"New Hampshire"	"33"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	340
	"New Hampshire"	"33"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	202
	"New Hampshire"	"33"	"2013"	"2013"	"Ovary"	"27040"	83
	"New Hampshire"	"33"	"2013"	"2013"	"Pancreas"	"21100"	206
	"New Hampshire"	"33"	"2013"	"2013"	"Prostate"	"28010"	1020
	"New Hampshire"	"33"	"2013"	"2013"	"Stomach"	"21020"	92
	"New Hampshire"	"33"	"2013"	"2013"	"Thyroid"	"32010"	244
	"New Hampshire"	"33"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	448
	"New Hampshire"	"33"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	117
	"New Hampshire"	"33"	"2014"	"2014"	"Breast"	"26000"	1294
	"New Hampshire"	"33"	"2014"	"2014"	"Cervix Uteri"	"27010"	36
	"New Hampshire"	"33"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	628
	"New Hampshire"	"33"	"2014"	"2014"	"Corpus Uteri"	"27020"	289
	"New Hampshire"	"33"	"2014"	"2014"	"Esophagus"	"21010"	122
	"New Hampshire"	"33"	"2014"	"2014"	"Gallbladder"	"21080"	18
	"New Hampshire"	"33"	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	259
	"New Hampshire"	"33"	"2014"	"2014"	"Larynx"	"22020"	53
	"New Hampshire"	"33"	"2014"	"2014"	"Leukemias"	"35011-35043"	238
	"New Hampshire"	"33"	"2014"	"2014"	"Liver"	"21071"	87
	"New Hampshire"	"33"	"2014"	"2014"	"Lung and Bronchus"	"22030"	1084
	"New Hampshire"	"33"	"2014"	"2014"	"Melanoma of the Skin"	"25010"	553
	"New Hampshire"	"33"	"2014"	"2014"	"Myeloma"	"34000"	104
	"New Hampshire"	"33"	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	334
	"New Hampshire"	"33"	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	217
	"New Hampshire"	"33"	"2014"	"2014"	"Ovary"	"27040"	112
	"New Hampshire"	"33"	"2014"	"2014"	"Pancreas"	"21100"	199
	"New Hampshire"	"33"	"2014"	"2014"	"Prostate"	"28010"	903
	"New Hampshire"	"33"	"2014"	"2014"	"Stomach"	"21020"	85
	"New Hampshire"	"33"	"2014"	"2014"	"Thyroid"	"32010"	241
	"New Hampshire"	"33"	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	428
	"New Hampshire"	"33"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	111
	"New Hampshire"	"33"	"2015"	"2015"	"Breast"	"26000"	1327
	"New Hampshire"	"33"	"2015"	"2015"	"Cervix Uteri"	"27010"	41
	"New Hampshire"	"33"	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	604
	"New Hampshire"	"33"	"2015"	"2015"	"Corpus Uteri"	"27020"	274
	"New Hampshire"	"33"	"2015"	"2015"	"Esophagus"	"21010"	133
	"New Hampshire"	"33"	"2015"	"2015"	"Gallbladder"	"21080"	18
	"New Hampshire"	"33"	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	246
	"New Hampshire"	"33"	"2015"	"2015"	"Larynx"	"22020"	48
	"New Hampshire"	"33"	"2015"	"2015"	"Leukemias"	"35011-35043"	214
	"New Hampshire"	"33"	"2015"	"2015"	"Liver"	"21071"	108
	"New Hampshire"	"33"	"2015"	"2015"	"Lung and Bronchus"	"22030"	1133
	"New Hampshire"	"33"	"2015"	"2015"	"Melanoma of the Skin"	"25010"	524
	"New Hampshire"	"33"	"2015"	"2015"	"Myeloma"	"34000"	103
	"New Hampshire"	"33"	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	339
	"New Hampshire"	"33"	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	209
	"New Hampshire"	"33"	"2015"	"2015"	"Ovary"	"27040"	87
	"New Hampshire"	"33"	"2015"	"2015"	"Pancreas"	"21100"	197
	"New Hampshire"	"33"	"2015"	"2015"	"Prostate"	"28010"	932
	"New Hampshire"	"33"	"2015"	"2015"	"Stomach"	"21020"	90
	"New Hampshire"	"33"	"2015"	"2015"	"Thyroid"	"32010"	219
	"New Hampshire"	"33"	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	461
	"New Hampshire"	"33"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	119
	"New Hampshire"	"33"	"2016"	"2016"	"Breast"	"26000"	1319
	"New Hampshire"	"33"	"2016"	"2016"	"Cervix Uteri"	"27010"	34
	"New Hampshire"	"33"	"2016"	"2016"	"Colon and Rectum"	"21041-21052"	658
	"New Hampshire"	"33"	"2016"	"2016"	"Corpus Uteri"	"27020"	302
	"New Hampshire"	"33"	"2016"	"2016"	"Esophagus"	"21010"	114
	"New Hampshire"	"33"	"2016"	"2016"	"Gallbladder"	"21080"	18
	"New Hampshire"	"33"	"2016"	"2016"	"Kidney and Renal Pelvis"	"29020"	264
	"New Hampshire"	"33"	"2016"	"2016"	"Larynx"	"22020"	43
	"New Hampshire"	"33"	"2016"	"2016"	"Leukemias"	"35011-35043"	226
	"New Hampshire"	"33"	"2016"	"2016"	"Liver"	"21071"	117
	"New Hampshire"	"33"	"2016"	"2016"	"Lung and Bronchus"	"22030"	1164
	"New Hampshire"	"33"	"2016"	"2016"	"Melanoma of the Skin"	"25010"	543
	"New Hampshire"	"33"	"2016"	"2016"	"Myeloma"	"34000"	99
	"New Hampshire"	"33"	"2016"	"2016"	"Non-Hodgkin Lymphoma"	"33041-33042"	404
	"New Hampshire"	"33"	"2016"	"2016"	"Oral Cavity and Pharynx"	"20010-20100"	227
	"New Hampshire"	"33"	"2016"	"2016"	"Ovary"	"27040"	84
	"New Hampshire"	"33"	"2016"	"2016"	"Pancreas"	"21100"	231
	"New Hampshire"	"33"	"2016"	"2016"	"Prostate"	"28010"	1002
	"New Hampshire"	"33"	"2016"	"2016"	"Stomach"	"21020"	98
	"New Hampshire"	"33"	"2016"	"2016"	"Thyroid"	"32010"	230
	"New Hampshire"	"33"	"2016"	"2016"	"Urinary Bladder, invasive and in situ"	"29010"	503
	"New Jersey"	"34"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	695
	"New Jersey"	"34"	"2010"	"2010"	"Breast"	"26000"	7068
	"New Jersey"	"34"	"2010"	"2010"	"Cervix Uteri"	"27010"	400
	"New Jersey"	"34"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	4384
	"New Jersey"	"34"	"2010"	"2010"	"Corpus Uteri"	"27020"	1629
	"New Jersey"	"34"	"2010"	"2010"	"Esophagus"	"21010"	505
	"New Jersey"	"34"	"2010"	"2010"	"Gallbladder"	"21080"	144
	"New Jersey"	"34"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	1457
	"New Jersey"	"34"	"2010"	"2010"	"Larynx"	"22020"	337
	"New Jersey"	"34"	"2010"	"2010"	"Leukemias"	"35011-35043"	1552
	"New Jersey"	"34"	"2010"	"2010"	"Liver"	"21071"	612
	"New Jersey"	"34"	"2010"	"2010"	"Lung and Bronchus"	"22030"	5781
	"New Jersey"	"34"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	2162
	"New Jersey"	"34"	"2010"	"2010"	"Myeloma"	"34000"	723
	"New Jersey"	"34"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	2064
	"New Jersey"	"34"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	1028
	"New Jersey"	"34"	"2010"	"2010"	"Ovary"	"27040"	749
	"New Jersey"	"34"	"2010"	"2010"	"Pancreas"	"21100"	1336
	"New Jersey"	"34"	"2010"	"2010"	"Prostate"	"28010"	7148
	"New Jersey"	"34"	"2010"	"2010"	"Stomach"	"21020"	822
	"New Jersey"	"34"	"2010"	"2010"	"Thyroid"	"32010"	1751
	"New Jersey"	"34"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	2372
	"New Jersey"	"34"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	638
	"New Jersey"	"34"	"2011"	"2011"	"Breast"	"26000"	7089
	"New Jersey"	"34"	"2011"	"2011"	"Cervix Uteri"	"27010"	387
	"New Jersey"	"34"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	4373
	"New Jersey"	"34"	"2011"	"2011"	"Corpus Uteri"	"27020"	1610
	"New Jersey"	"34"	"2011"	"2011"	"Esophagus"	"21010"	447
	"New Jersey"	"34"	"2011"	"2011"	"Gallbladder"	"21080"	141
	"New Jersey"	"34"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	1535
	"New Jersey"	"34"	"2011"	"2011"	"Larynx"	"22020"	331
	"New Jersey"	"34"	"2011"	"2011"	"Leukemias"	"35011-35043"	1543
	"New Jersey"	"34"	"2011"	"2011"	"Liver"	"21071"	656
	"New Jersey"	"34"	"2011"	"2011"	"Lung and Bronchus"	"22030"	5996
	"New Jersey"	"34"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	2147
	"New Jersey"	"34"	"2011"	"2011"	"Myeloma"	"34000"	709
	"New Jersey"	"34"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	2131
	"New Jersey"	"34"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	1062
	"New Jersey"	"34"	"2011"	"2011"	"Ovary"	"27040"	721
	"New Jersey"	"34"	"2011"	"2011"	"Pancreas"	"21100"	1423
	"New Jersey"	"34"	"2011"	"2011"	"Prostate"	"28010"	7815
	"New Jersey"	"34"	"2011"	"2011"	"Stomach"	"21020"	801
	"New Jersey"	"34"	"2011"	"2011"	"Thyroid"	"32010"	1797
	"New Jersey"	"34"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	2352
	"New Jersey"	"34"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	699
	"New Jersey"	"34"	"2012"	"2012"	"Breast"	"26000"	7252
	"New Jersey"	"34"	"2012"	"2012"	"Cervix Uteri"	"27010"	365
	"New Jersey"	"34"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	4382
	"New Jersey"	"34"	"2012"	"2012"	"Corpus Uteri"	"27020"	1714
	"New Jersey"	"34"	"2012"	"2012"	"Esophagus"	"21010"	475
	"New Jersey"	"34"	"2012"	"2012"	"Gallbladder"	"21080"	138
	"New Jersey"	"34"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	1631
	"New Jersey"	"34"	"2012"	"2012"	"Larynx"	"22020"	313
	"New Jersey"	"34"	"2012"	"2012"	"Leukemias"	"35011-35043"	1569
	"New Jersey"	"34"	"2012"	"2012"	"Liver"	"21071"	718
	"New Jersey"	"34"	"2012"	"2012"	"Lung and Bronchus"	"22030"	5881
	"New Jersey"	"34"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	2200
	"New Jersey"	"34"	"2012"	"2012"	"Myeloma"	"34000"	745
	"New Jersey"	"34"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	2157
	"New Jersey"	"34"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	1067
	"New Jersey"	"34"	"2012"	"2012"	"Ovary"	"27040"	691
	"New Jersey"	"34"	"2012"	"2012"	"Pancreas"	"21100"	1392
	"New Jersey"	"34"	"2012"	"2012"	"Prostate"	"28010"	6491
	"New Jersey"	"34"	"2012"	"2012"	"Stomach"	"21020"	820
	"New Jersey"	"34"	"2012"	"2012"	"Thyroid"	"32010"	1829
	"New Jersey"	"34"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	2519
	"New Jersey"	"34"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	699
	"New Jersey"	"34"	"2013"	"2013"	"Breast"	"26000"	7609
	"New Jersey"	"34"	"2013"	"2013"	"Cervix Uteri"	"27010"	367
	"New Jersey"	"34"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	4320
	"New Jersey"	"34"	"2013"	"2013"	"Corpus Uteri"	"27020"	1819
	"New Jersey"	"34"	"2013"	"2013"	"Esophagus"	"21010"	456
	"New Jersey"	"34"	"2013"	"2013"	"Gallbladder"	"21080"	163
	"New Jersey"	"34"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	1710
	"New Jersey"	"34"	"2013"	"2013"	"Larynx"	"22020"	354
	"New Jersey"	"34"	"2013"	"2013"	"Leukemias"	"35011-35043"	1544
	"New Jersey"	"34"	"2013"	"2013"	"Liver"	"21071"	711
	"New Jersey"	"34"	"2013"	"2013"	"Lung and Bronchus"	"22030"	6045
	"New Jersey"	"34"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	2297
	"New Jersey"	"34"	"2013"	"2013"	"Myeloma"	"34000"	731
	"New Jersey"	"34"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	2188
	"New Jersey"	"34"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	1159
	"New Jersey"	"34"	"2013"	"2013"	"Ovary"	"27040"	653
	"New Jersey"	"34"	"2013"	"2013"	"Pancreas"	"21100"	1510
	"New Jersey"	"34"	"2013"	"2013"	"Prostate"	"28010"	6340
	"New Jersey"	"34"	"2013"	"2013"	"Stomach"	"21020"	807
	"New Jersey"	"34"	"2013"	"2013"	"Thyroid"	"32010"	1929
	"New Jersey"	"34"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	2468
	"New Jersey"	"34"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	691
	"New Jersey"	"34"	"2014"	"2014"	"Breast"	"26000"	7653
	"New Jersey"	"34"	"2014"	"2014"	"Cervix Uteri"	"27010"	376
	"New Jersey"	"34"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	4409
	"New Jersey"	"34"	"2014"	"2014"	"Corpus Uteri"	"27020"	1805
	"New Jersey"	"34"	"2014"	"2014"	"Esophagus"	"21010"	471
	"New Jersey"	"34"	"2014"	"2014"	"Gallbladder"	"21080"	151
	"New Jersey"	"34"	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	1725
	"New Jersey"	"34"	"2014"	"2014"	"Larynx"	"22020"	337
	"New Jersey"	"34"	"2014"	"2014"	"Leukemias"	"35011-35043"	1651
	"New Jersey"	"34"	"2014"	"2014"	"Liver"	"21071"	725
	"New Jersey"	"34"	"2014"	"2014"	"Lung and Bronchus"	"22030"	5975
	"New Jersey"	"34"	"2014"	"2014"	"Melanoma of the Skin"	"25010"	2308
	"New Jersey"	"34"	"2014"	"2014"	"Myeloma"	"34000"	764
	"New Jersey"	"34"	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	2220
	"New Jersey"	"34"	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	1149
	"New Jersey"	"34"	"2014"	"2014"	"Ovary"	"27040"	707
	"New Jersey"	"34"	"2014"	"2014"	"Pancreas"	"21100"	1529
	"New Jersey"	"34"	"2014"	"2014"	"Prostate"	"28010"	6026
	"New Jersey"	"34"	"2014"	"2014"	"Stomach"	"21020"	863
	"New Jersey"	"34"	"2014"	"2014"	"Thyroid"	"32010"	1842
	"New Jersey"	"34"	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	2442
	"New Jersey"	"34"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	655
	"New Jersey"	"34"	"2015"	"2015"	"Breast"	"26000"	7738
	"New Jersey"	"34"	"2015"	"2015"	"Cervix Uteri"	"27010"	419
	"New Jersey"	"34"	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	4361
	"New Jersey"	"34"	"2015"	"2015"	"Corpus Uteri"	"27020"	1819
	"New Jersey"	"34"	"2015"	"2015"	"Esophagus"	"21010"	487
	"New Jersey"	"34"	"2015"	"2015"	"Gallbladder"	"21080"	120
	"New Jersey"	"34"	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	1756
	"New Jersey"	"34"	"2015"	"2015"	"Larynx"	"22020"	315
	"New Jersey"	"34"	"2015"	"2015"	"Leukemias"	"35011-35043"	1628
	"New Jersey"	"34"	"2015"	"2015"	"Liver"	"21071"	734
	"New Jersey"	"34"	"2015"	"2015"	"Lung and Bronchus"	"22030"	6048
	"New Jersey"	"34"	"2015"	"2015"	"Melanoma of the Skin"	"25010"	2384
	"New Jersey"	"34"	"2015"	"2015"	"Myeloma"	"34000"	782
	"New Jersey"	"34"	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	2336
	"New Jersey"	"34"	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	1200
	"New Jersey"	"34"	"2015"	"2015"	"Ovary"	"27040"	706
	"New Jersey"	"34"	"2015"	"2015"	"Pancreas"	"21100"	1524
	"New Jersey"	"34"	"2015"	"2015"	"Prostate"	"28010"	6654
	"New Jersey"	"34"	"2015"	"2015"	"Stomach"	"21020"	871
	"New Jersey"	"34"	"2015"	"2015"	"Thyroid"	"32010"	1815
	"New Jersey"	"34"	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	2560
	"New Jersey"	"34"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	669
	"New Jersey"	"34"	"2016"	"2016"	"Breast"	"26000"	7741
	"New Jersey"	"34"	"2016"	"2016"	"Cervix Uteri"	"27010"	369
	"New Jersey"	"34"	"2016"	"2016"	"Colon and Rectum"	"21041-21052"	4359
	"New Jersey"	"34"	"2016"	"2016"	"Corpus Uteri"	"27020"	1813
	"New Jersey"	"34"	"2016"	"2016"	"Esophagus"	"21010"	457
	"New Jersey"	"34"	"2016"	"2016"	"Gallbladder"	"21080"	138
	"New Jersey"	"34"	"2016"	"2016"	"Kidney and Renal Pelvis"	"29020"	1738
	"New Jersey"	"34"	"2016"	"2016"	"Larynx"	"22020"	330
	"New Jersey"	"34"	"2016"	"2016"	"Leukemias"	"35011-35043"	1600
	"New Jersey"	"34"	"2016"	"2016"	"Liver"	"21071"	729
	"New Jersey"	"34"	"2016"	"2016"	"Lung and Bronchus"	"22030"	5964
	"New Jersey"	"34"	"2016"	"2016"	"Melanoma of the Skin"	"25010"	2236
	"New Jersey"	"34"	"2016"	"2016"	"Myeloma"	"34000"	873
	"New Jersey"	"34"	"2016"	"2016"	"Non-Hodgkin Lymphoma"	"33041-33042"	2307
	"New Jersey"	"34"	"2016"	"2016"	"Oral Cavity and Pharynx"	"20010-20100"	1216
	"New Jersey"	"34"	"2016"	"2016"	"Ovary"	"27040"	681
	"New Jersey"	"34"	"2016"	"2016"	"Pancreas"	"21100"	1511
	"New Jersey"	"34"	"2016"	"2016"	"Prostate"	"28010"	7193
	"New Jersey"	"34"	"2016"	"2016"	"Stomach"	"21020"	840
	"New Jersey"	"34"	"2016"	"2016"	"Thyroid"	"32010"	1903
	"New Jersey"	"34"	"2016"	"2016"	"Urinary Bladder, invasive and in situ"	"29010"	2421
	"New Mexico"	"35"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	116
	"New Mexico"	"35"	"2010"	"2010"	"Breast"	"26000"	1318
	"New Mexico"	"35"	"2010"	"2010"	"Cervix Uteri"	"27010"	79
	"New Mexico"	"35"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	819
	"New Mexico"	"35"	"2010"	"2010"	"Corpus Uteri"	"27020"	278
	"New Mexico"	"35"	"2010"	"2010"	"Esophagus"	"21010"	84
	"New Mexico"	"35"	"2010"	"2010"	"Gallbladder"	"21080"	30
	"New Mexico"	"35"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	299
	"New Mexico"	"35"	"2010"	"2010"	"Larynx"	"22020"	45
	"New Mexico"	"35"	"2010"	"2010"	"Leukemias"	"35011-35043"	305
	"New Mexico"	"35"	"2010"	"2010"	"Liver"	"21071"	182
	"New Mexico"	"35"	"2010"	"2010"	"Lung and Bronchus"	"22030"	962
	"New Mexico"	"35"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	444
	"New Mexico"	"35"	"2010"	"2010"	"Myeloma"	"34000"	91
	"New Mexico"	"35"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	330
	"New Mexico"	"35"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	219
	"New Mexico"	"35"	"2010"	"2010"	"Ovary"	"27040"	134
	"New Mexico"	"35"	"2010"	"2010"	"Pancreas"	"21100"	223
	"New Mexico"	"35"	"2010"	"2010"	"Prostate"	"28010"	1410
	"New Mexico"	"35"	"2010"	"2010"	"Stomach"	"21020"	154
	"New Mexico"	"35"	"2010"	"2010"	"Thyroid"	"32010"	308
	"New Mexico"	"35"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	346
	"New Mexico"	"35"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	112
	"New Mexico"	"35"	"2011"	"2011"	"Breast"	"26000"	1404
	"New Mexico"	"35"	"2011"	"2011"	"Cervix Uteri"	"27010"	82
	"New Mexico"	"35"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	839
	"New Mexico"	"35"	"2011"	"2011"	"Corpus Uteri"	"27020"	283
	"New Mexico"	"35"	"2011"	"2011"	"Esophagus"	"21010"	94
	"New Mexico"	"35"	"2011"	"2011"	"Gallbladder"	"21080"	33
	"New Mexico"	"35"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	354
	"New Mexico"	"35"	"2011"	"2011"	"Larynx"	"22020"	52
	"New Mexico"	"35"	"2011"	"2011"	"Leukemias"	"35011-35043"	289
	"New Mexico"	"35"	"2011"	"2011"	"Liver"	"21071"	198
	"New Mexico"	"35"	"2011"	"2011"	"Lung and Bronchus"	"22030"	980
	"New Mexico"	"35"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	349
	"New Mexico"	"35"	"2011"	"2011"	"Myeloma"	"34000"	107
	"New Mexico"	"35"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	327
	"New Mexico"	"35"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	245
	"New Mexico"	"35"	"2011"	"2011"	"Ovary"	"27040"	158
	"New Mexico"	"35"	"2011"	"2011"	"Pancreas"	"21100"	235
	"New Mexico"	"35"	"2011"	"2011"	"Prostate"	"28010"	1147
	"New Mexico"	"35"	"2011"	"2011"	"Stomach"	"21020"	137
	"New Mexico"	"35"	"2011"	"2011"	"Thyroid"	"32010"	301
	"New Mexico"	"35"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	319
	"New Mexico"	"35"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	131
	"New Mexico"	"35"	"2012"	"2012"	"Breast"	"26000"	1457
	"New Mexico"	"35"	"2012"	"2012"	"Cervix Uteri"	"27010"	71
	"New Mexico"	"35"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	769
	"New Mexico"	"35"	"2012"	"2012"	"Corpus Uteri"	"27020"	300
	"New Mexico"	"35"	"2012"	"2012"	"Esophagus"	"21010"	87
	"New Mexico"	"35"	"2012"	"2012"	"Gallbladder"	"21080"	33
	"New Mexico"	"35"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	350
	"New Mexico"	"35"	"2012"	"2012"	"Larynx"	"22020"	52
	"New Mexico"	"35"	"2012"	"2012"	"Leukemias"	"35011-35043"	272
	"New Mexico"	"35"	"2012"	"2012"	"Liver"	"21071"	218
	"New Mexico"	"35"	"2012"	"2012"	"Lung and Bronchus"	"22030"	985
	"New Mexico"	"35"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	367
	"New Mexico"	"35"	"2012"	"2012"	"Myeloma"	"34000"	133
	"New Mexico"	"35"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	407
	"New Mexico"	"35"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	231
	"New Mexico"	"35"	"2012"	"2012"	"Ovary"	"27040"	144
	"New Mexico"	"35"	"2012"	"2012"	"Pancreas"	"21100"	260
	"New Mexico"	"35"	"2012"	"2012"	"Prostate"	"28010"	886
